claim_id,policy_id,age,gender,marital_status,occupation,policy_tenure_months,policy_annual_premium,policy_coverage_type,policy_deductible,vehicle_age,vehicle_value,vehicle_category,claim_amount,incident_type,incident_severity,incident_location,police_report_filed,witness_count,photos_provided,tow_service_used,incident_hour,incident_day_of_week,claim_report_delay_hours,number_of_previous_claims,months_since_last_claim,total_claim_amount_history,bodily_injury_claim,injury_severity_score,repair_shop_type,repair_estimate_provided,fraud_probability,is_fraud
CLM0004155,POL001815,42,F,Married,Business,83,5359.177361010204,Comprehensive,1000,0,26299.36857989588,Truck,1630.9275054646298,Natural Disaster,Moderate,Urban,1,0,0,1,3,4,6.993357125798379,1,51.45892623282062,9245.354756168346,0,6,Independent,1,0.36178411261961,0
CLM0004156,POL002935,30,M,Single,Student,49,1382.4407711603392,Standard,500,0,12893.344331289827,Sedan,30328.48385016677,Hit and Run,Minor,Suburban,0,2,1,0,14,1,20.90518541676186,5,36.85711764045504,19050.805653614345,1,1,Unknown,1,0.8621036695637162,1
CLM0004157,POL004934,39,F,Divorced,Business,8,300.0,Standard,2500,0,24091.737698274774,Sedan,10033.072474660798,Collision,Moderate,Highway,1,0,1,0,5,4,21.353411053232847,1,23.687347434879953,4415.116318885002,1,6,Unknown,1,0.575028941621088,0
CLM0004158,POL001364,18,F,Married,Professional,39,750.5357087245197,Comprehensive,2500,0,45552.257229061135,Sedan,9373.376743792543,Fire,Minor,Suburban,1,0,1,1,9,1,6.782418046642054,1,53.16524472326383,3836.3934590520944,0,2,Independent,1,0.4294934027547932,0
CLM0004159,POL003941,28,M,Married,Professional,8,1975.4213345799624,Basic,2500,0,17189.44852988131,Sedan,42884.1758417991,Collision,Moderate,Urban,1,0,1,0,8,6,24.50762139359629,1,18.11666155933725,5058.363198032472,1,4,Independent,1,0.7192703535423112,1
CLM0004160,POL000204,32,M,Married,Business,8,530.3629153964127,Standard,500,2,6998.614640687471,Sedan,20799.814415805824,Hit and Run,Minor,Highway,0,0,0,0,19,5,49.43387080443786,0,4.645313599020288,4637.551460992949,1,7,Unknown,1,0.8489441988186691,1
CLM0004161,POL000161,40,M,Married,Business,26,2046.545213756808,Standard,1000,25,29544.378202658347,Sedan,5051.65286585019,Collision,Minor,Suburban,0,3,0,0,5,1,11.732846107556927,1,0.4379777416986511,858.9599082473355,0,7,Independent,1,0.11414288560443908,0
CLM0004162,POL004488,62,F,Married,Skilled,11,880.9281707347246,Standard,2500,5,9584.624547594094,Truck,11110.654758393393,Vandalism,Moderate,Highway,1,2,0,0,14,6,29.95847131635627,2,3.3493341934792715,2213.1669495744977,0,6,Independent,1,0.5537712159063157,0
CLM0004163,POL000769,30,M,Married,Professional,36,729.7060129606722,Basic,1000,8,25051.76609408774,Sedan,26525.494763535957,Theft,Total Loss,Urban,1,3,1,0,4,1,9.130991281956362,0,23.741733358279063,8972.18060508446,0,1,Independent,1,0.7925472569725585,1
CLM0004164,POL003749,64,F,Married,Skilled,9,1469.1684746443023,Standard,1000,3,19506.80689527739,SUV,12107.834020160073,Collision,Moderate,Urban,1,0,1,0,19,0,17.797225311807978,2,2.4359153694151003,7108.079770618589,0,4,Unknown,1,0.6975649100964755,0
CLM0004165,POL002582,28,M,Married,Retired,16,1698.1082253738377,Standard,1000,1,15663.86412710021,SUV,7497.2979651279165,Collision,Minor,Rural,1,3,0,0,4,1,0.029141332990794168,2,32.12663090245586,5822.49682760848,1,1,Authorized,1,0.23839825116983704,0
CLM0004166,POL001094,24,M,Single,Student,12,2233.17520033949,Premium,500,2,6865.876234560475,Sedan,12057.464632132745,Collision,Moderate,Urban,0,1,0,1,12,1,7.032426540376925,3,1.5050521075359995,5136.711107972893,0,0,Independent,1,0.564288816660119,0
CLM0004167,POL004501,18,F,Single,Skilled,22,922.1136107060659,Comprehensive,1000,1,17309.384238416467,Sedan,4293.8772438208225,Collision,Moderate,Rural,1,0,0,1,4,4,4.111836464275303,0,12.701013069025795,18378.309819357397,1,7,Authorized,1,0.40756445271052766,0
CLM0004168,POL000608,51,M,Single,Retired,13,2410.639253691371,Standard,250,4,29875.14051487475,Sedan,6312.622596997325,Hit and Run,Minor,Urban,0,4,1,0,22,6,11.021800279406438,1,25.238716388403127,14339.137243869613,1,5,Independent,1,0.1853638260199103,0
CLM0004169,POL001541,43,F,Single,Retired,7,2044.9208252191993,Basic,1000,3,8275.340873203284,Sedan,2805.475747830736,Hit and Run,Moderate,Suburban,0,1,0,1,1,1,14.675358520510187,0,41.582371091137176,19830.010483528335,0,3,Authorized,1,0.124432873010031,0
CLM0004170,POL002876,50,M,Divorced,Skilled,29,717.5850375418063,Premium,250,11,23361.266985069225,Sedan,3204.7722604051532,Theft,Moderate,Urban,1,0,1,0,4,0,7.094554289750876,1,29.966367888705683,15748.720554054025,1,4,Independent,1,0.41577644245572054,0
CLM0004171,POL003192,44,M,Married,Business,23,870.282053512719,Standard,1000,1,41785.68501805661,SUV,14421.170137664185,Fire,Major,Suburban,1,1,1,0,6,5,11.649228460116355,1,57.155978350762496,2797.8288980792554,0,8,Independent,0,0.45648071802517953,0
CLM0004172,POL001838,41,F,Widowed,Retired,30,601.908666031376,Comprehensive,2500,5,16348.38923023291,Sports,1565.9230574782478,Collision,Moderate,Urban,1,0,1,1,16,1,7.607459689683188,0,62.06662600978301,9658.375510730279,1,7,Authorized,1,0.24705850721657158,0
CLM0004173,POL000690,46,F,Married,Student,4,965.3391097064357,Standard,1000,0,43573.0633232381,Sedan,6173.315762285704,Hit and Run,Total Loss,Suburban,1,1,0,0,19,6,14.156350735692438,0,6.618151113629829,7851.173695301294,0,6,Authorized,1,0.2977602120840722,0
CLM0004174,POL003760,76,M,Married,Professional,23,1755.632431165548,Comprehensive,500,9,19899.93499098094,Luxury,18543.139080089728,Theft,Moderate,Urban,1,0,1,0,6,0,37.39171980424169,1,2.3162300397820363,11156.786182630587,0,9,Authorized,1,0.7279370520986856,1
CLM0004175,POL002950,34,F,Married,Retired,47,779.147827210823,Standard,500,4,32382.251853176913,Sedan,1923.338500355669,Vandalism,Minor,Suburban,1,1,0,0,18,4,13.52193112971593,3,67.797014017224,11033.40925609278,1,0,Independent,1,0.04078155769706424,0
CLM0004176,POL002104,74,M,Married,Business,52,1466.049235500309,Standard,2500,0,9538.05671426079,Truck,8690.470142994476,Collision,Moderate,Rural,0,2,1,0,17,4,2.56274725711636,1,27.337407953250626,12322.644103231523,0,1,Independent,1,0.5251788902363922,0
CLM0004177,POL000366,55,F,Married,Business,20,1503.9088785216165,Standard,2500,10,29572.95964554727,Luxury,10269.023881114415,Collision,Total Loss,Highway,0,0,1,0,10,0,41.819407376039166,2,13.869324820013649,7632.996632303394,0,8,Authorized,1,0.5273454596467592,0
CLM0004178,POL003576,47,M,Married,Business,8,1459.1331018846543,Premium,250,0,12244.200731352797,Sports,9011.68399026168,Hit and Run,Minor,Suburban,0,1,1,0,23,0,30.895267620564866,1,30.987227738242524,1118.885831610059,1,4,Independent,0,0.6812222038290124,0
CLM0004179,POL004551,50,F,Married,Business,8,1244.0895909646515,Comprehensive,500,3,35068.88661756128,Sedan,6747.480016723266,Natural Disaster,Minor,Urban,1,1,1,1,16,1,1.4042261696811877,2,7.214907751088033,8919.823928836875,0,5,Authorized,1,0.33478997312443437,0
CLM0004180,POL004200,18,M,Married,Skilled,13,1854.2415300450925,Standard,250,12,29322.14655035865,SUV,8629.094324484171,Collision,Major,Rural,1,1,1,0,19,3,3.24192693995005,2,34.896071978034485,968.3027070308805,0,1,Authorized,0,0.08102299147016155,0
CLM0004181,POL004173,37,M,Married,Skilled,33,692.8252823805675,Standard,2500,0,15896.43391976841,Sedan,21656.80316695966,Hit and Run,Moderate,Highway,0,2,0,1,17,4,2.9600011696854387,2,16.979648458589793,3743.9582158050457,1,9,Independent,1,0.4841504214202561,0
CLM0004182,POL004326,31,M,Widowed,Business,6,1669.58394300038,Basic,2500,1,19093.0857061937,Sedan,9417.503920658017,Collision,Minor,Urban,1,2,0,1,0,2,4.50943975313608,0,35.72162316893372,8091.808336199784,1,0,Independent,1,0.3956635298953195,0
CLM0004183,POL002379,75,M,Divorced,Business,31,1316.561891314511,Standard,250,2,16167.657828582132,Sedan,3268.737802224771,Hit and Run,Moderate,Suburban,1,1,0,1,10,1,1.471513075028876,1,78.69113246952091,22637.92147283185,0,8,Authorized,0,0.08590011722507294,0
CLM0004184,POL001206,36,F,Married,Skilled,29,1239.0970529657484,Standard,1000,4,29844.48386861566,Truck,19526.963152022392,Natural Disaster,Moderate,Urban,1,0,0,0,6,3,35.29572524878892,3,15.854627618523843,14577.84059811746,1,6,Unknown,0,0.7622035800237608,1
CLM0004185,POL004989,41,F,Single,Professional,17,936.394105233769,Comprehensive,1000,4,34208.53192561281,Sports,2928.4189306174844,Collision,Minor,Suburban,1,0,1,0,3,0,7.860525831240665,1,8.897191374425505,3865.139209207934,0,8,Independent,1,0.126749040199338,0
CLM0004186,POL003840,41,F,Single,Retired,18,525.2049418146548,Standard,250,11,22885.381107774152,Luxury,2415.2742448985045,Collision,Minor,Urban,1,1,1,1,14,0,12.99130915006184,2,30.884887664141587,10414.319452960972,1,6,Authorized,1,0.04869167770732218,0
CLM0004187,POL002736,21,M,Single,Skilled,31,1479.8937887314532,Comprehensive,500,13,15518.24920861809,Sports,6932.200608751172,Natural Disaster,Moderate,Suburban,1,0,0,0,12,0,18.286421313561835,0,55.37653465085973,17526.879304518116,1,3,Independent,1,0.3120472894346873,0
CLM0004188,POL003348,33,M,Single,Skilled,29,974.8141965542999,Comprehensive,2500,2,23979.70601448279,Luxury,8413.005145011939,Hit and Run,Moderate,Urban,1,1,1,1,13,6,6.2573607612565265,0,35.80499100433334,4126.562500385308,0,2,Unknown,1,0.3874461632801357,0
CLM0004189,POL001676,55,M,Married,Business,11,2713.3314587119407,Comprehensive,1000,13,10271.648991626984,Sedan,13558.869527200366,Fire,Moderate,Urban,1,0,1,0,10,3,7.744812782020668,2,25.225305135302353,9884.454506821407,0,0,Independent,1,0.5239894240565098,0
CLM0004190,POL000299,18,F,Single,Retired,18,2625.743469670163,Comprehensive,250,2,27202.739065116166,Truck,4389.249803703515,Collision,Major,Suburban,1,1,1,1,12,1,4.578027672522942,2,49.05106453118775,777.4788439621583,0,9,Authorized,1,0.052291450105320256,0
CLM0004191,POL000957,46,F,Married,Professional,17,653.7945410728626,Comprehensive,1000,9,10545.789826244043,Sedan,10682.305585679296,Collision,Moderate,Suburban,1,1,0,0,1,1,0.5797305190717845,0,48.971001356839324,16931.723046434625,0,6,Authorized,1,0.6284899176420015,0
CLM0004192,POL001115,27,F,Single,Professional,22,4181.522678824417,Standard,1000,5,15300.225145217697,Sedan,1834.7547417057915,Theft,Minor,Highway,1,1,1,1,18,4,41.44780153729105,2,0.5754020361471562,5317.383839610962,0,8,Unknown,1,0.3431970556250029,0
CLM0004193,POL002506,62,F,Married,Student,6,569.0928786953724,Basic,250,10,13921.243161474982,Truck,15075.067906296474,Collision,Major,Rural,0,2,1,0,18,5,57.0011133897383,2,48.09495484638241,4765.368497329425,1,3,Unknown,0,0.9822744117945108,1
CLM0004194,POL001475,48,M,Single,Skilled,23,2365.461774904249,Standard,2500,5,16705.971463022335,SUV,4119.589544934315,Vandalism,Major,Highway,1,2,0,1,4,6,1.099079217924424,2,48.07346701809335,15378.456912627526,0,3,Authorized,1,0.18424160327358757,0
CLM0004195,POL004461,18,M,Divorced,Business,18,1772.2424289775481,Basic,500,9,17443.28527796312,SUV,28601.581949108426,Natural Disaster,Total Loss,Suburban,0,0,0,1,7,4,17.094370770722175,0,37.019459465015856,13243.55443919724,0,2,Independent,0,0.7478981690173238,1
CLM0004196,POL004447,35,M,Married,Skilled,10,693.3244113261161,Comprehensive,2500,5,28406.56215220254,Truck,2811.8777701135564,Fire,Major,Urban,1,1,1,1,18,6,3.4221062228813413,0,19.342288852033953,7565.843248430277,0,9,Authorized,1,0.25882886761848634,0
CLM0004197,POL003727,49,M,Married,Skilled,14,1136.2664798832352,Basic,2500,0,24341.696438371495,Sedan,9574.785275172535,Theft,Minor,Highway,0,1,0,0,12,5,4.373687466522517,1,19.48897068357114,7107.030111437977,1,1,Authorized,1,0.38540373782359044,0
CLM0004198,POL003472,37,F,Divorced,Skilled,17,901.8449341453584,Standard,2500,9,52862.738926600796,Sedan,4175.153063748454,Natural Disaster,Moderate,Suburban,1,0,0,1,20,1,15.726371126866548,0,114.53219306675084,4786.850092091749,0,1,Independent,1,0.27642948923573996,0
CLM0004199,POL002829,44,M,Single,Skilled,16,897.2190747048099,Standard,250,7,12865.656215575256,Sedan,7747.255347585423,Hit and Run,Minor,Highway,1,0,1,1,5,5,13.53659044570472,2,39.071016795888866,18959.413828637826,1,3,Authorized,1,0.6883602869823391,0
CLM0004200,POL002851,41,F,Divorced,Retired,13,1527.0050473227493,Premium,250,8,23972.80233386538,Luxury,13171.610184151927,Collision,Moderate,Rural,1,0,1,1,17,3,7.967389443264972,2,12.049941461974058,3197.2101915701746,0,2,Independent,1,0.5578216771888054,0
CLM0004201,POL002507,55,F,Married,Retired,15,1306.133035406577,Comprehensive,1000,0,17597.26511674796,Truck,7565.654342253099,Collision,Minor,Urban,0,0,1,1,7,5,1.9638108478669576,0,16.608006268416425,7461.337543205989,0,4,Independent,1,0.3165692352953497,0
CLM0004202,POL003771,49,M,Married,Retired,46,686.2040789721393,Premium,500,7,16406.979368489236,SUV,15187.559109393942,Fire,Moderate,Suburban,1,0,0,1,3,5,3.6391927066281777,0,26.539256038721714,3845.3708685647193,1,8,Unknown,1,1.0,1
CLM0004203,POL002965,41,F,Single,Skilled,19,2469.4261868196945,Premium,500,8,24019.45947257901,SUV,5119.550215557387,Natural Disaster,Moderate,Rural,1,1,0,1,21,1,10.686532413507878,0,15.54684422134844,14203.52442506395,0,1,Unknown,1,0.10874890822151406,0
CLM0004204,POL004595,42,F,Single,Business,9,1670.7389390302815,Comprehensive,2500,2,29954.427703104422,Luxury,7852.892320417848,Vandalism,Moderate,Urban,1,1,1,0,16,5,9.403388319079932,1,62.49317376616898,5951.092260240125,1,8,Authorized,1,0.14810498219119186,0
CLM0004205,POL000950,24,M,Divorced,Skilled,51,1235.3707275517409,Basic,2500,18,11139.6374256443,Sedan,18288.5945568503,Collision,Major,Suburban,0,0,1,0,20,5,10.438852328678415,0,22.296017358967937,44606.21089118566,0,9,Unknown,1,0.8988781729690497,1
CLM0004206,POL004604,65,F,Married,Skilled,30,1007.7812206911728,Standard,250,6,33885.85729962449,Truck,5233.322393083919,Theft,Minor,Urban,0,0,1,1,9,6,10.72201805803492,2,8.808638090243152,649.3396571734663,0,0,Authorized,1,0.39524853497560997,0
CLM0004207,POL002851,85,M,Single,Business,30,793.2049586116809,Premium,250,0,23802.506460439705,Sedan,16973.14157159185,Collision,Minor,Suburban,1,3,1,0,8,2,1.619769072138979,3,35.98088740956754,8942.327573896524,0,1,Unknown,1,0.660490875281857,0
CLM0004208,POL000166,36,F,Married,Skilled,12,2357.574797089592,Standard,1000,6,29321.366056419713,Luxury,5667.351517075602,Theft,Moderate,Urban,1,0,1,0,5,6,7.383307362514106,0,19.25834346387115,6375.552286367837,0,8,Authorized,1,0.3474771966993815,0
CLM0004209,POL003487,42,F,Single,Skilled,28,694.8208686317377,Comprehensive,2500,0,19401.671589678448,Sedan,11885.01229568917,Collision,Moderate,Highway,1,1,1,0,18,2,12.815890845015822,0,13.000337032460777,4231.037301475251,0,6,Authorized,1,0.5231677934367316,0
CLM0004210,POL002510,58,F,Single,Retired,15,612.6983548206312,Basic,1000,1,45529.91602868593,Sedan,2572.8444900640707,Collision,Moderate,Suburban,1,1,0,1,9,1,14.311993273667014,2,1.8788630512187456,13579.234686871136,1,9,Independent,1,0.09445362463698849,0
CLM0004211,POL000920,58,F,Divorced,Professional,12,2052.865992894555,Basic,250,2,48447.31131282109,SUV,6083.778385623504,Vandalism,Minor,Urban,1,4,1,1,19,3,7.003685879762823,1,11.496474613713746,4981.8546202730395,0,0,Authorized,0,0.09212818896973722,0
CLM0004212,POL000114,44,F,Married,Skilled,73,841.5944112302933,Comprehensive,1000,2,20144.28554257476,Sedan,9390.423643306209,Vandalism,Moderate,Rural,1,0,1,0,13,3,12.366937829330464,1,6.904489096904905,15130.316837617209,0,8,Authorized,1,0.2626044903695332,0
CLM0004213,POL003505,26,M,Married,Skilled,7,1154.0881454946089,Premium,500,7,26261.52184617363,Luxury,4327.735762791659,Collision,Minor,Urban,1,1,1,0,0,1,4.401068228944826,2,14.283781692417946,18248.32339297451,1,4,Independent,1,0.10781935267475855,0
CLM0004214,POL000992,71,F,Divorced,Professional,13,2641.8686426816157,Standard,1000,2,23229.62131525007,Sedan,7396.582441548285,Theft,Moderate,Rural,1,0,1,1,10,1,23.912166286352807,1,35.251224294830145,10881.345335393526,1,4,Unknown,0,0.5117243417052205,0
CLM0004215,POL003840,52,F,Married,Business,12,671.13054731372,Comprehensive,250,9,19340.727092573674,Sedan,13040.568338418589,Hit and Run,Moderate,Urban,0,0,1,1,17,2,5.836825532564091,1,30.564528766427138,19805.399579785786,1,9,Independent,1,0.6416305922409274,0
CLM0004216,POL001259,45,F,Married,Professional,34,484.79183303934326,Comprehensive,2500,1,24916.854806912746,SUV,6841.645563414022,Collision,Total Loss,Urban,1,2,1,0,17,3,1.4140934855417295,1,15.064767277313564,3337.0387993399713,1,9,Authorized,1,0.3109415264888387,0
CLM0004217,POL003427,30,F,Single,Business,53,1487.8546038355755,Standard,500,4,39380.44040799865,Luxury,3575.5438839801227,Collision,Major,Urban,1,1,1,0,5,5,4.35219293077321,1,24.405071618915965,1577.3310082126648,0,1,Authorized,0,0.3083881219361648,0
CLM0004218,POL000515,42,M,Married,Professional,21,1333.0157372815836,Standard,500,6,15949.42328054408,Sedan,2184.6470357098674,Theft,Moderate,Urban,1,1,1,0,21,3,22.807133574614806,1,87.75680053830553,10169.887872563475,1,7,Unknown,1,0.25981134302288883,0
CLM0004219,POL004805,18,F,Married,Retired,23,509.52546809205063,Comprehensive,250,16,14541.50689368264,SUV,6643.751485111904,Collision,Moderate,Rural,1,1,1,0,1,4,33.67761292530444,3,1.5692807338217776,10166.244345963929,1,5,Authorized,1,0.36939800739155243,0
CLM0004220,POL003197,53,F,Single,Professional,4,2582.0942009638693,Basic,2500,0,21781.513092369278,Sedan,5913.880820178073,Collision,Minor,Urban,1,4,1,1,10,6,20.178134137220496,1,42.44613477315328,863.2377569285755,0,8,Unknown,1,0.11469464758194693,0
CLM0004221,POL004435,57,F,Married,Student,20,869.265133571049,Standard,1000,2,17987.27883984872,SUV,7882.861858187643,Hit and Run,Moderate,Urban,1,3,0,0,11,4,4.507491799348267,0,0.6204154734404539,4141.857771304888,0,1,Authorized,1,0.27895794046827316,0
CLM0004222,POL002585,45,M,Married,Retired,19,1496.6434443861674,Standard,250,1,12159.252189218332,Truck,6334.119742309417,Natural Disaster,Moderate,Suburban,1,2,1,0,8,0,12.214701752016847,0,68.55423056273202,7860.363698637032,1,5,Independent,1,0.2556349917053127,0
CLM0004223,POL000068,26,F,Married,Skilled,18,2317.575801074279,Standard,250,7,31983.861459381365,Sedan,10306.053223581794,Collision,Moderate,Rural,1,0,1,0,10,0,27.96435975571393,2,20.360457269565327,3412.2516869809792,0,0,Authorized,1,0.0044674351683717415,0
CLM0004224,POL001597,49,F,Divorced,Professional,44,1317.664512128451,Basic,250,3,14082.33706472601,SUV,29406.75616885618,Collision,Minor,Urban,0,1,1,1,18,5,23.286693220666322,4,10.446000173537307,7371.375454939612,1,1,Independent,1,0.7373376099600228,1
CLM0004225,POL004479,54,F,Single,Skilled,28,3159.7041861614107,Premium,250,4,21129.51787371031,Sedan,6523.193746750856,Natural Disaster,Major,Suburban,1,2,0,0,6,4,13.27126773067247,0,58.619262324688975,18940.54907871397,0,5,Unknown,1,0.20856607966674043,0
CLM0004226,POL000019,30,M,Single,Professional,20,494.2563310474851,Standard,2500,0,16704.39238689353,Luxury,44140.10260131317,Vandalism,Major,Suburban,1,0,1,0,4,3,0.6815702496313012,4,16.451047994176886,20081.43313164049,0,3,Independent,1,0.897558625242166,1
CLM0004227,POL002731,56,F,Married,Professional,18,770.1959222880334,Basic,500,4,15372.076231410218,Truck,2045.1688064493471,Theft,Moderate,Suburban,1,0,1,0,13,2,3.3219681990127707,0,7.671278725506397,1823.361088854784,1,1,Authorized,1,0.2975658239918445,0
CLM0004228,POL003522,50,F,Single,Skilled,11,1801.581070800704,Premium,250,2,21560.665823532454,Sedan,6520.523736269614,Vandalism,Major,Suburban,1,4,1,0,17,2,25.617272093422756,3,120.0,2300.7676680393397,0,7,Unknown,1,0.21524161743676318,0
CLM0004229,POL000573,37,F,Single,Business,13,1501.6070169766404,Premium,500,8,15041.947309268546,Sedan,4951.829419893623,Collision,Moderate,Urban,0,2,0,1,15,5,39.8821694706558,1,36.65251906874236,8173.537378467608,0,4,Authorized,1,0.0056974644877242015,0
CLM0004230,POL002259,33,M,Single,Skilled,76,826.2263850261206,Standard,1000,2,16313.233696501053,Luxury,4428.109770358105,Collision,Moderate,Highway,0,3,1,1,1,6,34.021146912696864,3,5.356722752575557,1478.082899300896,0,3,Authorized,1,0.3104291871342349,0
CLM0004231,POL002903,39,F,Married,Skilled,88,1290.393600349811,Basic,2500,0,19486.161375732874,SUV,19598.176031600447,Fire,Moderate,Suburban,1,0,1,0,13,4,6.808340275713574,1,7.593487608671786,9052.679334856988,0,3,Authorized,1,0.7356134935011472,1
CLM0004232,POL000651,26,F,Single,Student,5,1432.3621426623054,Standard,2500,0,21523.94363549638,Truck,8900.515917355477,Collision,Moderate,Urban,1,1,0,1,20,0,7.6093673679173595,0,3.680964856322709,5434.796999299717,0,0,Independent,1,0.2896097738674525,0
CLM0004233,POL002588,46,F,Single,Professional,28,1055.676964955613,Basic,250,2,6039.092038643325,SUV,2393.796506072975,Collision,Moderate,Urban,1,4,1,1,5,3,0.522684243360886,0,11.92161682580379,2855.7125464689666,0,4,Independent,1,0.18499908630704825,0
CLM0004234,POL003263,50,F,Single,Professional,20,1077.7773576047587,Standard,250,2,25834.59504393957,Sedan,16538.854175967906,Hit and Run,Minor,Suburban,0,0,1,1,0,4,4.08238004368283,2,33.031093858203405,3383.482563433986,0,5,Authorized,1,0.6110509370197854,0
CLM0004235,POL001339,60,M,Married,Skilled,5,300.0,Comprehensive,1000,6,22508.146767290953,Sedan,28216.316185449126,Hit and Run,Minor,Suburban,1,2,1,1,18,2,7.6407521629039525,2,74.12873660315148,10777.006095200517,0,3,Authorized,1,0.7662589046251799,1
CLM0004236,POL004997,46,M,Married,Student,57,1887.2862517945457,Basic,2500,2,20228.803930213802,Sedan,11879.495665040222,Natural Disaster,Minor,Rural,1,2,0,0,5,2,5.356153634124063,3,47.1621451958254,17066.09745312844,0,1,Authorized,1,0.5649744985611955,0
CLM0004237,POL003635,48,M,Single,Student,38,754.7782189753354,Premium,1000,8,30116.201502929103,Sedan,9297.472981185096,Collision,Moderate,Urban,0,3,1,1,2,5,4.822883096999567,2,1.1020059535369904,15595.25100305908,1,8,Unknown,1,0.44319318270499314,0
CLM0004238,POL002828,37,F,Married,Skilled,40,595.400520999579,Standard,500,4,10347.414487941896,Sports,18922.831848463273,Collision,Moderate,Highway,0,2,1,0,12,1,1.2441866726444701,0,78.69454279687871,5601.655907359739,0,7,Authorized,1,0.5164759813056169,0
CLM0004239,POL002218,28,M,Married,Skilled,14,881.1698407323572,Comprehensive,2500,2,20279.35847200653,Luxury,21825.272139004104,Theft,Minor,Urban,1,3,0,0,8,1,44.41250535241778,0,120.0,8443.245959242271,1,6,Authorized,0,0.8136592056957421,1
CLM0004240,POL003540,35,F,Married,Skilled,20,1198.8775362463052,Standard,1000,1,8893.44627162954,Sedan,7350.703832018409,Collision,Total Loss,Suburban,1,1,0,0,22,6,1.7722848504121784,0,3.8984546972870255,15586.315072221843,1,8,Authorized,1,0.564446865166067,0
CLM0004241,POL001038,64,F,Single,Professional,1,488.34916902072416,Comprehensive,500,2,28502.318865837144,Luxury,2630.867485039472,Collision,Moderate,Rural,1,2,1,1,0,3,3.272548528025511,0,0.028409161343077707,4607.473784932418,1,2,Authorized,1,0.37086269784140413,0
CLM0004242,POL004384,52,F,Married,Skilled,26,514.9773859111716,Standard,2500,2,27861.86134134028,Luxury,18132.21328452413,Collision,Moderate,Urban,1,0,1,1,23,6,4.752448029618392,1,57.073625133046434,6053.402363352637,0,0,Authorized,1,0.5964846255506763,0
CLM0004243,POL003979,48,M,Divorced,Skilled,55,1171.8629115458102,Premium,500,5,23279.5850899895,Sedan,4194.229447173041,Fire,Minor,Urban,0,0,1,0,3,3,9.783441620942991,0,4.789165338517581,9333.467482312879,0,8,Authorized,1,0.30104437826878605,0
CLM0004244,POL002962,18,M,Single,Business,7,1169.0763829127136,Standard,1000,9,21333.477467166293,SUV,12716.328392190479,Collision,Moderate,Urban,1,3,1,0,14,3,2.806731470417699,2,24.573257008579986,17161.249914386735,0,6,Authorized,1,0.5725085037296851,0
CLM0004245,POL003227,47,F,Single,Student,7,598.4621967790517,Basic,1000,1,14214.86874658424,Truck,18501.534656023767,Fire,Minor,Urban,1,0,1,0,13,5,20.11242941906483,3,3.363250069800291,9627.254899804342,0,8,Authorized,0,0.7613236456873183,1
CLM0004246,POL001099,20,F,Single,Student,65,1174.7580533346525,Basic,500,9,17862.41281115357,Sedan,12793.086466034163,Collision,Minor,Rural,1,1,1,0,22,4,4.398504675920037,0,2.7164589045780554,13053.406348163886,0,6,Independent,0,0.6729064800181037,0
CLM0004247,POL002325,21,M,Married,Professional,13,1297.4811449008414,Standard,500,0,20956.480215345473,Sedan,5109.115496279925,Vandalism,Minor,Suburban,1,1,1,0,6,2,7.832494308840871,1,3.74407272252344,2893.8238970411658,0,0,Unknown,1,0.24224534898714611,0
CLM0004248,POL000940,23,M,Married,Retired,3,2453.1270718525525,Standard,1000,2,22300.291326516057,Sedan,1498.0875535111838,Vandalism,Minor,Urban,0,1,1,1,23,1,1.1475922795315112,2,26.665298773377543,16094.526806562917,1,8,Independent,1,0.13814413596565675,0
CLM0004249,POL003717,29,F,Single,Professional,3,921.8354141804109,Standard,250,2,40604.32814440262,SUV,8172.5714377587665,Collision,Moderate,Suburban,1,0,1,0,7,0,1.3279803330246243,3,11.891252162080594,14158.87862879279,0,5,Authorized,1,0.3413140742264638,0
CLM0004250,POL003415,55,M,Single,Professional,15,703.8089093354849,Standard,2500,0,30686.283888731505,Sedan,4794.289978916838,Collision,Minor,Suburban,0,4,0,1,23,3,22.22939472415219,0,26.55985394789232,2369.862446767592,1,3,Independent,1,0.3162507723237563,0
CLM0004251,POL001449,45,F,Divorced,Retired,4,711.5375482064348,Standard,500,4,30715.568302517728,SUV,6375.969083507752,Collision,Minor,Urban,0,1,1,1,19,4,1.9377798875718404,1,24.579858223208227,15104.191828232537,0,2,Independent,1,0.30845481181894874,0
CLM0004252,POL000571,26,M,Married,Business,35,566.9638728583186,Standard,1000,0,12516.363856604392,Sedan,8958.100397541448,Collision,Minor,Highway,0,3,1,0,7,0,12.062659425185224,2,28.506040801268746,2465.1100303244057,0,7,Independent,1,0.5356961898402565,0
CLM0004253,POL002905,32,M,Divorced,Student,13,1156.1777625990921,Basic,1000,6,28884.417894945607,Sedan,15039.658406603705,Fire,Major,Urban,0,1,0,0,23,0,61.58648211097521,1,16.61280610701659,14967.971793921984,1,6,Authorized,1,0.814366359617654,1
CLM0004254,POL002506,49,M,Divorced,Business,49,2523.786182620192,Comprehensive,2500,6,7503.516278332628,Sports,8841.364892909936,Theft,Minor,Urban,1,0,1,1,16,0,19.937528326117075,4,17.663315531130223,10976.802938585357,0,1,Independent,1,0.6512085615224699,0
